id	x	y
0	-45.7294269557651	-29.298246473996407
1	-47.716844973743505	-21.32054904223457
2	-36.933189099587494	-3.253859265294356
3	56.14694108199456	35.96527113042768
4	-34.94219638501428	-19.760487545263643
5	17.72943163632093	4.336841531917799
6	-30.84084232733233	-21.44427206684425
7	11.68157376818607	2.9899272613903
8	-41.09510092803977	-17.141917743421484
9	10.205520761768158	21.24325403784067
10	-41.46695387693522	-27.677256773960725
11	52.1698534924491	32.554206324448415
12	-51.56070452159325	-22.702664862622925
13	104.35071549316143	14.942386731462063
14	-54.77298855282764	-11.371016618646541
15	-8.366796646089215	66.46959190315548
16	-44.8534838447706	-39.76567661397868
17	-4.580701585418651	113.30243399787891
18	164.81617893618608	-84.69730123269912
19	25.75901452705074	6.62933532044143
