id	x	y
0	-55.575240525942164	-22.184943713630116
1	108.16386595003716	-4.388622266767823
2	-88.57955721094143	-13.826856764724356
3	-117.12474640236327	4.8566130757083785
4	-9.27414700631036	23.268501921708225
5	385.990652288167	-32.92525226089154
6	-105.58145425526905	11.554885401344483
7	101.30428735442996	60.513416554471235
8	-104.34797670888211	-4.257961603492838
9	-80.4946288546102	-2.5894569396114733
10	18.293833535020944	-8.287570568348428
11	-109.39248496634514	2.7627570883799244
12	188.20837750723098	-88.79396905901
13	-104.25218358539442	1.040893963660612
14	-62.92485419151429	-20.3250646475947
15	135.81769196849712	34.03179216392242
16	-44.24129969025524	-26.720497092391888
17	-99.9097760494202	-8.351490242758146
18	-81.4679282566523	-16.627012714559065
19	125.38756910051701	111.24983770458512
