id	x	y
0	-180.58759978192631	-54.55166930550831
1	-82.74315306596591	52.69432456539671
2	-167.031990580248	-37.69782298910759
3	140.01457560507774	-51.07891504932684
4	540.5832070097074	-266.5292217282896
5	70.02929720055552	155.86852991359683
6	-192.67419515355397	-21.810493242900552
7	8.508179427659895	160.8327198641487
8	-65.17231267803832	-79.917019685548
9	33.75683444784414	-160.09025112896848
10	42.99272752356134	274.179428631938
11	146.6628822925962	-76.92756624569923
12	119.31892587069096	386.08060555975163
13	-73.02360600783653	-72.78507720454911
14	77.21015830040784	-111.83738441895943
15	338.05303298852914	92.52847677861432
16	-105.1624707391525	55.821573441935364
17	-125.18805696181084	-68.02616376389099
18	-236.49425357284053	-97.29809910272203
19	-289.0521821252573	-79.45597488991116
